STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019,DEATHS2019
29,005,Missouri,Atchison County,5143,72
29,007,Missouri,Audrain County,25388,272
29,009,Missouri,Barry County,35789,403
29,011,Missouri,Barton County,11754,114
29,013,Missouri,Bates County,16172,171
29,015,Missouri,Benton County,19443,305
29,017,Missouri,Bollinger County,12133,138
29,019,Missouri,Boone County,180463,1156
29,021,Missouri,Buchanan County,87364,893
29,023,Missouri,Butler County,42478,566
29,025,Missouri,Caldwell County,9020,100
29,027,Missouri,Callaway County,44743,436
29,029,Missouri,Camden County,46305,535
29,031,Missouri,Cape Girardeau County,78871,738
29,033,Missouri,Carroll County,8679,114
29,035,Missouri,Carter County,5982,89
29,037,Missouri,Cass County,105780,993
29,039,Missouri,Cedar County,14349,207
29,041,Missouri,Chariton County,7426,98
29,043,Missouri,Christian County,88595,664
29,045,Missouri,Clark County,6797,67
29,047,Missouri,Clay County,249948,1803
29,049,Missouri,Clinton County,20387,238
29,051,Missouri,Cole County,76745,684
29,053,Missouri,Cooper County,17709,184
29,055,Missouri,Crawford County,23920,296
29,057,Missouri,Dade County,7561,109
29,059,Missouri,Dallas County,16878,207
29,061,Missouri,Daviess County,8278,80
29,063,Missouri,DeKalb County,12547,114
29,065,Missouri,Dent County,15573,184
29,067,Missouri,Douglas County,13185,180
29,069,Missouri,Dunklin County,29131,447
29,071,Missouri,Franklin County,103967,1047
29,073,Missouri,Gasconade County,14706,197
29,075,Missouri,Gentry County,6571,90
29,077,Missouri,Greene County,293086,2773
29,079,Missouri,Grundy County,9850,118
29,081,Missouri,Harrison County,8352,114
29,083,Missouri,Henry County,21824,290
29,085,Missouri,Hickory County,9544,137
29,087,Missouri,Holt County,4403,57
29,089,Missouri,Howard County,10001,87
29,091,Missouri,Howell County,40117,508
29,093,Missouri,Iron County,10125,152
29,095,Missouri,Jackson County,703011,6497
29,097,Missouri,Jasper County,121328,1192
29,099,Missouri,Jefferson County,225081,2150
29,101,Missouri,Johnson County,54062,378
29,103,Missouri,Knox County,3959,51
29,105,Missouri,Laclede County,35723,396
29,107,Missouri,Lafayette County,32708,371
29,109,Missouri,Lawrence County,38355,461
29,111,Missouri,Lewis County,9776,103
29,113,Missouri,Lincoln County,59013,467
29,115,Missouri,Linn County,11920,163
29,117,Missouri,Livingston County,15227,165
29,119,Missouri,McDonald County,22837,220
29,121,Missouri,Macon County,15117,193
29,123,Missouri,Madison County,12088,177
29,125,Missouri,Maries County,8697,91
29,127,Missouri,Marion County,28530,310
29,129,Missouri,Mercer County,3617,42
29,131,Missouri,Miller County,25619,276
29,133,Missouri,Mississippi County,13180,190
29,135,Missouri,Moniteau County,16132,165
29,137,Missouri,Monroe County,8644,92
29,139,Missouri,Montgomery County,11551,140
29,141,Missouri,Morgan County,20627,289
29,143,Missouri,New Madrid County,17076,242
29,145,Missouri,Newton County,58236,619
29,147,Missouri,Nodaway County,22092,186
29,149,Missouri,Oregon County,10529,146
29,151,Missouri,Osage County,13615,131
29,153,Missouri,Ozark County,9174,131
29,155,Missouri,Pemiscot County,15805,236
29,157,Missouri,Perry County,19136,222
29,159,Missouri,Pettis County,42339,424
29,161,Missouri,Phelps County,44573,421
29,163,Missouri,Pike County,18302,189
29,165,Missouri,Platte County,104418,693
29,167,Missouri,Polk County,32149,388
29,169,Missouri,Pulaski County,52607,297
29,171,Missouri,Putnam County,4696,55
29,173,Missouri,Ralls County,10309,76
29,175,Missouri,Randolph County,24748,239
29,177,Missouri,Ray County,23018,279
29,179,Missouri,Reynolds County,6270,91
29,181,Missouri,Ripley County,13288,204
29,183,Missouri,St. Charles County,402022,2988
29,185,Missouri,St. Clair County,9397,134
29,186,Missouri,Ste. Genevieve County,17894,199
29,187,Missouri,St. Francois County,67215,774
29,189,Missouri,St. Louis County,994205,10264
29,195,Missouri,Saline County,22761,241
29,197,Missouri,Schuyler County,4660,49
29,199,Missouri,Scotland County,4902,40
29,201,Missouri,Scott County,38280,454
29,203,Missouri,Shannon County,8166,81
29,205,Missouri,Shelby County,5930,51
29,207,Missouri,Stoddard County,29025,388
29,209,Missouri,Stone County,31952,403
29,211,Missouri,Sullivan County,6089,71
29,213,Missouri,Taney County,55928,555
29,215,Missouri,Texas County,25398,290
29,217,Missouri,Vernon County,20563,227
29,219,Missouri,Warren County,35649,313
29,221,Missouri,Washington County,24730,271
29,223,Missouri,Wayne County,12873,201
29,225,Missouri,Webster County,39592,378
29,227,Missouri,Worth County,2013,18
29,229,Missouri,Wright County,18289,243
29,510,Missouri,St. Louis city,300576,3079
30,000,Montana,Montana,1068778,9870
30,001,Montana,Beaverhead County,9453,99
30,003,Montana,Big Horn County,13319,132
30,005,Montana,Blaine County,6681,63
30,007,Montana,Broadwater County,6237,51
30,009,Montana,Carbon County,10725,86
30,011,Montana,Carter County,1252,15
30,013,Montana,Cascade County,81366,785
30,015,Montana,Chouteau County,5635,64
30,017,Montana,Custer County,11402,148
30,019,Montana,Daniels County,1690,14
30,021,Montana,Dawson County,8613,83
30,023,Montana,Deer Lodge County,9140,120
30,025,Montana,Fallon County,2846,26
30,027,Montana,Fergus County,11050,130
30,029,Montana,Flathead County,103806,917
30,031,Montana,Gallatin County,114434,612
30,033,Montana,Garfield County,1258,12
30,035,Montana,Glacier County,13753,142
30,037,Montana,Golden Valley County,821,5
30,039,Montana,Granite County,3379,34
30,041,Montana,Hill County,16484,161
30,043,Montana,Jefferson County,12221,138
30,045,Montana,Judith Basin County,2007,14
30,047,Montana,Lake County,30458,331
30,049,Montana,Lewis and Clark County,69432,653
30,051,Montana,Liberty County,2337,20
30,053,Montana,Lincoln County,19980,282
30,055,Montana,McCone County,1664,15
30,057,Montana,Madison County,8600,78
30,059,Montana,Meagher County,1862,17
30,061,Montana,Mineral County,4397,56
30,063,Montana,Missoula County,119600,887
30,065,Montana,Musselshell County,4633,70
30,067,Montana,Park County,16606,166
30,069,Montana,Petroleum County,487,8
30,071,Montana,Phillips County,3954,47
30,073,Montana,Pondera County,5911,56
30,075,Montana,Powder River County,1682,17
30,077,Montana,Powell County,6890,84
30,079,Montana,Prairie County,1077,7
30,081,Montana,Ravalli County,43806,484
30,083,Montana,Richland County,10803,81
30,085,Montana,Roosevelt County,11004,170
30,087,Montana,Rosebud County,8937,98
30,089,Montana,Sanders County,12113,128
30,091,Montana,Sheridan County,3309,49
30,093,Montana,Silver Bow County,34915,419
30,095,Montana,Stillwater County,9642,82
30,097,Montana,Sweet Grass County,3737,33
30,099,Montana,Teton County,6147,61
30,101,Montana,Toole County,4736,44
30,103,Montana,Treasure County,696,2
30,105,Montana,Valley County,7396,58
30,107,Montana,Wheatland County,2126,21
30,109,Montana,Wibaux County,969,10
30,111,Montana,Yellowstone County,161300,1485
31,000,Nebraska,Nebraska,1934408,15582
31,001,Nebraska,Adams County,31363,316
31,003,Nebraska,Antelope County,6298,59
31,005,Nebraska,Arthur County,463,3
31,007,Nebraska,Banner County,745,3
31,009,Nebraska,Blaine County,465,4
31,011,Nebraska,Boone County,5192,62
31,013,Nebraska,Box Butte County,10783,97
31,015,Nebraska,Boyd County,1919,19
31,017,Nebraska,Brown County,2955,32
31,019,Nebraska,Buffalo County,49659,369
31,021,Nebraska,Burt County,6459,98
31,023,Nebraska,Butler County,8016,85
31,025,Nebraska,Cass County,26248,232
31,027,Nebraska,Cedar County,8402,93
31,029,Nebraska,Chase County,3924,53
31,031,Nebraska,Cherry County,5689,57
31,033,Nebraska,Cheyenne County,8910,84
31,035,Nebraska,Clay County,6203,69
31,037,Nebraska,Colfax County,10709,72
31,039,Nebraska,Cuming County,8846,83
31,041,Nebraska,Custer County,10777,128
31,043,Nebraska,Dakota County,20026,129
31,045,Nebraska,Dawes County,8589,81
31,047,Nebraska,Dawson County,23595,196
31,049,Nebraska,Deuel County,1794,15
31,051,Nebraska,Dixon County,5636,55
31,053,Nebraska,Dodge County,36565,400
31,055,Nebraska,Douglas County,571327,3996
31,057,Nebraska,Dundy County,1693,24
31,059,Nebraska,Fillmore County,5462,66
31,061,Nebraska,Franklin County,2979,27
31,063,Nebraska,Frontier County,2627,15
31,065,Nebraska,Furnas County,4676,55
31,067,Nebraska,Gage County,21513,255
31,069,Nebraska,Garden County,1837,18
31,071,Nebraska,Garfield County,1969,29
31,073,Nebraska,Gosper County,1990,18
31,075,Nebraska,Grant County,623,4
31,077,Nebraska,Greeley County,2356,23
31,079,Nebraska,Hall County,61353,523
31,081,Nebraska,Hamilton County,9324,84
31,083,Nebraska,Harlan County,3380,39
31,085,Nebraska,Hayes County,922,5
31,087,Nebraska,Hitchcock County,2762,37
31,089,Nebraska,Holt County,10067,120
31,091,Nebraska,Hooker County,682,7
31,093,Nebraska,Howard County,6445,59
31,095,Nebraska,Jefferson County,7046,82
31,097,Nebraska,Johnson County,5071,57
31,099,Nebraska,Kearney County,6495,62
31,101,Nebraska,Keith County,8034,82
31,103,Nebraska,Keya Paha County,806,8
31,105,Nebraska,Kimball County,3632,43
31,107,Nebraska,Knox County,8332,99
31,109,Nebraska,Lancaster County,319090,2145
31,111,Nebraska,Lincoln County,34914,346
31,113,Nebraska,Logan County,748,8
31,115,Nebraska,Loup County,664,6
31,117,Nebraska,McPherson County,494,2
31,119,Nebraska,Madison County,35099,369
31,121,Nebraska,Merrick County,7755,81
31,123,Nebraska,Morrill County,4642,42
31,125,Nebraska,Nance County,3519,28
31,127,Nebraska,Nemaha County,6972,67
31,129,Nebraska,Nuckolls County,4148,61
31,131,Nebraska,Otoe County,16012,154
31,133,Nebraska,Pawnee County,2613,31
31,135,Nebraska,Perkins County,2891,26
31,137,Nebraska,Phelps County,9034,92
31,139,Nebraska,Pierce County,7148,67
31,141,Nebraska,Platte County,33470,281
31,143,Nebraska,Polk County,5213,63
31,145,Nebraska,Red Willow County,10724,123
31,147,Nebraska,Richardson County,7865,118
31,149,Nebraska,Rock County,1357,14
31,151,Nebraska,Saline County,14224,131
31,153,Nebraska,Sarpy County,187196,1069
31,155,Nebraska,Saunders County,21578,202
31,157,Nebraska,Scotts Bluff County,35618,388
31,159,Nebraska,Seward County,17284,162
31,161,Nebraska,Sheridan County,5246,63
31,163,Nebraska,Sherman County,3001,38
31,165,Nebraska,Sioux County,1166,3
31,167,Nebraska,Stanton County,5920,38
31,169,Nebraska,Thayer County,5003,73
31,171,Nebraska,Thomas County,722,0
31,173,Nebraska,Thurston County,7224,83
31,175,Nebraska,Valley County,4158,46
31,177,Nebraska,Washington County,20729,176
31,179,Nebraska,Wayne County,9385,68
31,181,Nebraska,Webster County,3487,47
31,183,Nebraska,Wheeler County,783,5
31,185,Nebraska,York County,13679,135
32,000,Nevada,Nevada,3080156,25610
32,001,Nevada,Churchill County,24909,260
32,003,Nevada,Clark County,2266715,17919
32,005,Nevada,Douglas County,48905,549
32,007,Nevada,Elko County,52778,371
32,009,Nevada,Esmeralda County,873,7
32,011,Nevada,Eureka County,2029,10
32,013,Nevada,Humboldt County,16831,112
32,015,Nevada,Lander County,5532,37
32,017,Nevada,Lincoln County,5183,62
32,019,Nevada,Lyon County,57510,619
32,021,Nevada,Mineral County,4505,100
32,023,Nevada,Nye County,46523,735
32,027,Nevada,Pershing County,6725,43
32,029,Nevada,Storey County,4123,21
32,031,Nevada,Washoe County,471519,4032
32,033,Nevada,White Pine County,9580,96
32,510,Nevada,Carson City,55916,637
33,000,New Hampshire,New Hampshire,1359711,12125
33,001,New Hampshire,Belknap County,61303,775
33,003,New Hampshire,Carroll County,48910,582
33,005,New Hampshire,Cheshire County,76085,718
33,007,New Hampshire,Coos County,31563,419
33,009,New Hampshire,Grafton County,89886,830
33,011,New Hampshire,Hillsborough County,417025,3390
33,013,New Hampshire,Merrimack County,151391,1388
33,015,New Hampshire,Rockingham County,309769,2519
33,017,New Hampshire,Strafford County,130633,1072
33,019,New Hampshire,Sullivan County,43146,432
34,000,New Jersey,New Jersey,8882190,75723
34,001,New Jersey,Atlantic County,263670,2793
34,003,New Jersey,Bergen County,932202,7248
34,005,New Jersey,Burlington County,445349,4022
34,007,New Jersey,Camden County,506471,4741
34,009,New Jersey,Cape May County,92039,1299
34,011,New Jersey,Cumberland County,149527,1435
34,013,New Jersey,Essex County,798975,6457
34,015,New Jersey,Gloucester County,291636,2694
34,017,New Jersey,Hudson County,672391,4371
34,019,New Jersey,Hunterdon County,124371,1009
34,021,New Jersey,Mercer County,367430,2987
34,023,New Jersey,Middlesex County,825062,6284
34,025,New Jersey,Monmouth County,618795,5867
34,027,New Jersey,Morris County,491845,3857
34,029,New Jersey,Ocean County,607186,7091
34,031,New Jersey,Passaic County,501826,3769
34,033,New Jersey,Salem County,62385,756
34,035,New Jersey,Somerset County,328934,2613
34,037,New Jersey,Sussex County,140488,1266
34,039,New Jersey,Union County,556341,4195
34,041,New Jersey,Warren County,105267,969
35,000,New Mexico,New Mexico,2096829,18388
35,001,New Mexico,Bernalillo County,679121,5949
35,003,New Mexico,Catron County,3527,28
35,005,New Mexico,Chaves County,64615,635
35,006,New Mexico,Cibola County,26675,263
35,007,New Mexico,Colfax County,11941,124
35,009,New Mexico,Curry County,48954,378
35,011,New Mexico,De Baca County,1748,16
35,013,New Mexico,Doña Ana County,218195,1615
35,015,New Mexico,Eddy County,58460,550
35,017,New Mexico,Grant County,26998,325
35,019,New Mexico,Guadalupe County,4300,43
35,021,New Mexico,Harding County,625,9
35,023,New Mexico,Hidalgo County,4198,51
35,025,New Mexico,Lea County,71070,507
35,027,New Mexico,Lincoln County,19572,207
35,028,New Mexico,Los Alamos County,19369,111
35,029,New Mexico,Luna County,23709,281
35,031,New Mexico,McKinley County,71367,642
35,033,New Mexico,Mora County,4521,37
35,035,New Mexico,Otero County,67490,615
35,037,New Mexico,Quay County,8253,95
35,039,New Mexico,Rio Arriba County,38921,459
35,041,New Mexico,Roosevelt County,18500,145
35,043,New Mexico,Sandoval County,146748,1145
35,045,New Mexico,San Juan County,123958,1109
35,047,New Mexico,San Miguel County,27277,271
35,049,New Mexico,Santa Fe County,150358,1191
35,051,New Mexico,Sierra County,10791,236
35,053,New Mexico,Socorro County,16637,148
35,055,New Mexico,Taos County,32723,317
35,057,New Mexico,Torrance County,15461,150
35,059,New Mexico,Union County,4059,37
35,061,New Mexico,Valencia County,76688,699
36,000,New York,New York,19453561,164817
36,001,New York,Albany County,305506,2776
36,003,New York,Allegany County,46091,460
36,005,New York,Bronx County,1418207,11145
36,007,New York,Broome County,190488,2113
36,009,New York,Cattaraugus County,76117,848
36,011,New York,Cayuga County,76576,711
36,013,New York,Chautauqua County,126903,1398
36,015,New York,Chemung County,83456,943
36,017,New York,Chenango County,47207,535
36,019,New York,Clinton County,80485,744
36,021,New York,Columbia County,59461,676
36,023,New York,Cortland County,47581,422
36,025,New York,Delaware County,44135,571
36,027,New York,Dutchess County,294218,2765
36,029,New York,Erie County,918702,9765
36,031,New York,Essex County,36885,413
36,033,New York,Franklin County,50022,524
36,035,New York,Fulton County,53383,565
36,037,New York,Genesee County,57280,630
36,039,New York,Greene County,47188,540
36,041,New York,Hamilton County,4416,63
36,043,New York,Herkimer County,61319,659
36,045,New York,Jefferson County,109834,919
36,047,New York,Kings County,2559903,18218
36,049,New York,Lewis County,26296,271
36,051,New York,Livingston County,62914,552
36,053,New York,Madison County,70941,628
36,055,New York,Monroe County,741770,6693
36,057,New York,Montgomery County,49221,533
36,059,New York,Nassau County,1356924,11312
36,061,New York,New York County,1628706,12171
36,063,New York,Niagara County,209281,2382
36,065,New York,Oneida County,228671,2490
36,067,New York,Onondaga County,460528,4214
36,069,New York,Ontario County,109777,1079
36,071,New York,Orange County,384940,2884
36,073,New York,Orleans County,40352,418
36,075,New York,Oswego County,117124,1090
36,077,New York,Otsego County,59493,648
36,079,New York,Putnam County,98320,784
36,081,New York,Queens County,2253858,16380
36,083,New York,Rensselaer County,158714,1610
36,085,New York,Richmond County,476143,4147
36,087,New York,Rockland County,325789,2457
36,089,New York,St. Lawrence County,107740,1082
36,091,New York,Saratoga County,229863,2050
36,093,New York,Schenectady County,155299,1486
36,095,New York,Schoharie County,30999,313
36,097,New York,Schuyler County,17807,187
36,099,New York,Seneca County,34016,313
36,101,New York,Steuben County,95379,1022
36,103,New York,Suffolk County,1476601,13146
36,105,New York,Sullivan County,75432,779
36,107,New York,Tioga County,48203,492
36,109,New York,Tompkins County,102180,636
36,111,New York,Ulster County,177573,1743
36,113,New York,Warren County,63944,674
36,115,New York,Washington County,61204,681
36,117,New York,Wayne County,89918,873
36,119,New York,Westchester County,967506,7582
36,121,New York,Wyoming County,39859,345
36,123,New York,Yates County,24913,267
37,000,North Carolina,North Carolina,10488084,94312
37,001,North Carolina,Alamance County,169509,1646
37,003,North Carolina,Alexander County,37497,399
37,005,North Carolina,Alleghany County,11137,133
37,007,North Carolina,Anson County,24446,272
37,009,North Carolina,Ashe County,27203,350
37,011,North Carolina,Avery County,17557,215
37,013,North Carolina,Beaufort County,46994,628
37,015,North Carolina,Bertie County,18947,268
37,017,North Carolina,Bladen County,32722,468
37,019,North Carolina,Brunswick County,142820,1738
37,021,North Carolina,Buncombe County,261191,2700
37,023,North Carolina,Burke County,90485,1034
37,025,North Carolina,Cabarrus County,216453,1688
37,027,North Carolina,Caldwell County,82178,969
37,029,North Carolina,Camden County,10867,63
37,031,North Carolina,Carteret County,69473,894
37,033,North Carolina,Caswell County,22604,245
37,035,North Carolina,Catawba County,159551,1713
37,037,North Carolina,Chatham County,74470,770
37,039,North Carolina,Cherokee County,28612,380
37,041,North Carolina,Chowan County,13943,191
37,043,North Carolina,Clay County,11231,163
37,045,North Carolina,Cleveland County,97947,1219
37,047,North Carolina,Columbus County,55508,761
37,049,North Carolina,Craven County,102139,1035
37,051,North Carolina,Cumberland County,335509,2644
37,053,North Carolina,Currituck County,27763,243
37,055,North Carolina,Dare County,37009,360
37,057,North Carolina,Davidson County,167609,1815
37,059,North Carolina,Davie County,42846,406
37,061,North Carolina,Duplin County,58741,593
37,063,North Carolina,Durham County,321488,2235
37,065,North Carolina,Edgecombe County,51472,634
37,067,North Carolina,Forsyth County,382295,3339
37,069,North Carolina,Franklin County,69685,642
37,071,North Carolina,Gaston County,224529,2422
37,073,North Carolina,Gates County,11562,142
37,075,North Carolina,Graham County,8441,99
37,077,North Carolina,Granville County,60443,599
37,079,North Carolina,Greene County,21069,223
37,081,North Carolina,Guilford County,537174,4602
37,083,North Carolina,Halifax County,50010,706
37,085,North Carolina,Harnett County,135976,1105
37,087,North Carolina,Haywood County,62317,766
37,089,North Carolina,Henderson County,117417,1426
37,091,North Carolina,Hertford County,23677,287
37,093,North Carolina,Hoke County,55234,362
37,095,North Carolina,Hyde County,4937,49
37,097,North Carolina,Iredell County,181806,1685
37,099,North Carolina,Jackson County,43938,371
37,101,North Carolina,Johnston County,209339,1618
37,103,North Carolina,Jones County,9419,118
37,105,North Carolina,Lee County,61779,563
37,107,North Carolina,Lenoir County,55949,768
37,109,North Carolina,Lincoln County,86111,891
37,111,North Carolina,McDowell County,45756,513
37,113,North Carolina,Macon County,35858,417
37,115,North Carolina,Madison County,21755,240
37,117,North Carolina,Martin County,22440,313
37,119,North Carolina,Mecklenburg County,1110356,6883
37,121,North Carolina,Mitchell County,14964,221
37,123,North Carolina,Montgomery County,27173,269
37,125,North Carolina,Moore County,100880,1169
37,127,North Carolina,Nash County,94298,1041
37,129,North Carolina,New Hanover County,234473,2034
37,131,North Carolina,Northampton County,19483,297
37,133,North Carolina,Onslow County,197938,1094
37,135,North Carolina,Orange County,148476,855
37,137,North Carolina,Pamlico County,12726,157
37,139,North Carolina,Pasquotank County,39824,370
37,141,North Carolina,Pender County,63060,556
37,143,North Carolina,Perquimans County,13463,146
37,145,North Carolina,Person County,39490,448
37,147,North Carolina,Pitt County,180742,1432
37,149,North Carolina,Polk County,20724,308
37,151,North Carolina,Randolph County,143667,1573
37,153,North Carolina,Richmond County,44829,556
37,155,North Carolina,Robeson County,130625,1378
37,157,North Carolina,Rockingham County,91010,1174
37,159,North Carolina,Rowan County,142088,1570
37,161,North Carolina,Rutherford County,67029,862
37,163,North Carolina,Sampson County,63531,685
37,165,North Carolina,Scotland County,34823,427
37,167,North Carolina,Stanly County,62806,715
37,169,North Carolina,Stokes County,45591,556
37,171,North Carolina,Surry County,71783,874
37,173,North Carolina,Swain County,14271,221
37,175,North Carolina,Transylvania County,34385,394
37,177,North Carolina,Tyrrell County,4016,48
37,179,North Carolina,Union County,239859,1521
37,181,North Carolina,Vance County,44535,525
37,183,North Carolina,Wake County,1111761,6210
37,185,North Carolina,Warren County,19731,267
37,187,North Carolina,Washington County,11580,155
37,189,North Carolina,Watauga County,56177,401
37,191,North Carolina,Wayne County,123131,1384
37,193,North Carolina,Wilkes County,68412,817
37,195,North Carolina,Wilson County,81801,944
37,197,North Carolina,Yadkin County,37667,426
37,199,North Carolina,Yancey County,18069,211
38,000,North Dakota,North Dakota,762062,6250
38,001,North Dakota,Adams County,2216,28
38,003,North Dakota,Barnes County,10415,126
38,005,North Dakota,Benson County,6832,69
38,007,North Dakota,Billings County,928,5
38,009,North Dakota,Bottineau County,6282,90
38,011,North Dakota,Bowman County,3024,34
38,013,North Dakota,Burke County,2115,17
38,015,North Dakota,Burleigh County,95626,759
38,017,North Dakota,Cass County,181923,1116
38,019,North Dakota,Cavalier County,3762,50
38,021,North Dakota,Dickey County,4872,55
38,023,North Dakota,Divide County,2264,22
38,025,North Dakota,Dunn County,4424,17
38,027,North Dakota,Eddy County,2287,37
38,029,North Dakota,Emmons County,3241,49
38,031,North Dakota,Foster County,3210,32
38,033,North Dakota,Golden Valley County,1761,9
38,035,North Dakota,Grand Forks County,69451,526
38,037,North Dakota,Grant County,2274,24
38,039,North Dakota,Griggs County,2231,31
38,041,North Dakota,Hettinger County,2499,23
38,043,North Dakota,Kidder County,2480,15
38,045,North Dakota,LaMoure County,4046,41
38,047,North Dakota,Logan County,1850,25
38,049,North Dakota,McHenry County,5745,60
38,051,North Dakota,McIntosh County,2497,46
38,053,North Dakota,McKenzie County,15024,64
38,055,North Dakota,McLean County,9450,98
38,057,North Dakota,Mercer County,8187,81
38,059,North Dakota,Morton County,31364,290
38,061,North Dakota,Mountrail County,10545,97
38,063,North Dakota,Nelson County,2879,50
38,065,North Dakota,Oliver County,1959,6
38,067,North Dakota,Pembina County,6801,84
38,069,North Dakota,Pierce County,3975,55
38,071,North Dakota,Ramsey County,11519,130
38,073,North Dakota,Ransom County,5218,73
38,075,North Dakota,Renville County,2327,26
38,077,North Dakota,Richland County,16177,126
38,079,North Dakota,Rolette County,14176,187
38,081,North Dakota,Sargent County,3898,33
38,083,North Dakota,Sheridan County,1315,7
38,085,North Dakota,Sioux County,4230,74
38,087,North Dakota,Slope County,750,0
38,089,North Dakota,Stark County,31489,234
38,091,North Dakota,Steele County,1890,6
38,093,North Dakota,Stutsman County,20704,214
38,095,North Dakota,Towner County,2189,23
38,097,North Dakota,Traill County,8036,83
38,099,North Dakota,Walsh County,10641,128
38,101,North Dakota,Ward County,67641,491
38,103,North Dakota,Wells County,3834,50
38,105,North Dakota,Williams County,37589,234
39,000,Ohio,Ohio,11689100,117750
39,001,Ohio,Adams County,27698,326
39,003,Ohio,Allen County,102351,1079
39,005,Ohio,Ashland County,53484,580
39,007,Ohio,Ashtabula County,97241,1143
39,009,Ohio,Athens County,65327,494
39,011,Ohio,Auglaize County,45656,493
39,013,Ohio,Belmont County,67006,856
39,015,Ohio,Brown County,43432,518
39,017,Ohio,Butler County,383134,3467
39,019,Ohio,Carroll County,26914,303
39,021,Ohio,Champaign County,38885,398
39,023,Ohio,Clark County,134083,1661
39,025,Ohio,Clermont County,206428,1833
39,027,Ohio,Clinton County,41968,458
39,029,Ohio,Columbiana County,101883,1186
39,031,Ohio,Coshocton County,36600,408
39,033,Ohio,Crawford County,41494,498
39,035,Ohio,Cuyahoga County,1235072,13527
39,037,Ohio,Darke County,51113,604
39,039,Ohio,Defiance County,38087,390
39,041,Ohio,Delaware County,209177,1237
39,043,Ohio,Erie County,74266,916
39,045,Ohio,Fairfield County,157574,1402
39,047,Ohio,Fayette County,28525,309
39,049,Ohio,Franklin County,1316756,10027
39,051,Ohio,Fulton County,42126,429
39,053,Ohio,Gallia County,29898,389
39,055,Ohio,Geauga County,93649,822
39,057,Ohio,Greene County,168937,1490
39,059,Ohio,Guernsey County,38875,462
39,061,Ohio,Hamilton County,817473,7868
39,063,Ohio,Hancock County,75783,722
39,065,Ohio,Hardin County,31365,327
39,067,Ohio,Harrison County,15040,203
39,069,Ohio,Henry County,27006,262
39,071,Ohio,Highland County,43161,482
39,073,Ohio,Hocking County,28264,331
39,075,Ohio,Holmes County,43960,327
39,077,Ohio,Huron County,58266,589
39,079,Ohio,Jackson County,32413,401
39,081,Ohio,Jefferson County,65325,917
39,083,Ohio,Knox County,62322,630
39,085,Ohio,Lake County,230149,2481
39,087,Ohio,Lawrence County,59463,793
39,089,Ohio,Licking County,176862,1662
39,091,Ohio,Logan County,45672,496
39,093,Ohio,Lorain County,309833,3093
39,095,Ohio,Lucas County,428348,4561
39,097,Ohio,Madison County,44731,394
39,099,Ohio,Mahoning County,228683,2934
39,101,Ohio,Marion County,65093,731
39,103,Ohio,Medina County,179746,1541
39,105,Ohio,Meigs County,22907,307
39,107,Ohio,Mercer County,41172,385
39,109,Ohio,Miami County,106987,1050
39,111,Ohio,Monroe County,13654,196
39,113,Ohio,Montgomery County,531687,5966
39,115,Ohio,Morgan County,14508,160
39,117,Ohio,Morrow County,35328,316
39,119,Ohio,Muskingum County,86215,971
39,121,Ohio,Noble County,14424,143
39,123,Ohio,Ottawa County,40525,519
39,125,Ohio,Paulding County,18672,203
39,127,Ohio,Perry County,36134,369
39,129,Ohio,Pickaway County,58457,587
39,131,Ohio,Pike County,27772,379
39,133,Ohio,Portage County,162466,1462
39,135,Ohio,Preble County,40882,463
39,137,Ohio,Putnam County,33861,317
39,139,Ohio,Richland County,121154,1397
39,141,Ohio,Ross County,76666,849
39,143,Ohio,Sandusky County,58518,624
39,145,Ohio,Scioto County,75314,958
39,147,Ohio,Seneca County,55178,561
39,149,Ohio,Shelby County,48590,442
39,151,Ohio,Stark County,370606,4092
39,153,Ohio,Summit County,541013,5734
39,155,Ohio,Trumbull County,197974,2477
39,157,Ohio,Tuscarawas County,91987,1048
39,159,Ohio,Union County,58988,379
39,161,Ohio,Van Wert County,28275,295
39,163,Ohio,Vinton County,13085,157
39,165,Ohio,Warren County,234602,1858
39,167,Ohio,Washington County,59911,725
39,169,Ohio,Wayne County,115710,1150
39,171,Ohio,Williams County,36692,393
39,173,Ohio,Wood County,130817,1115
39,175,Ohio,Wyandot County,21772,253
40,000,Oklahoma,Oklahoma,3956971,40266
40,001,Oklahoma,Adair County,22194,285
40,003,Oklahoma,Alfalfa County,5702,54
40,005,Oklahoma,Atoka County,13758,130
40,007,Oklahoma,Beaver County,5311,46
40,009,Oklahoma,Beckham County,21859,238
40,011,Oklahoma,Blaine County,9429,104
40,013,Oklahoma,Bryan County,47995,542
40,015,Oklahoma,Caddo County,28762,390
40,017,Oklahoma,Canadian County,148306,1092
40,019,Oklahoma,Carter County,48111,614
40,021,Oklahoma,Cherokee County,48657,534
40,023,Oklahoma,Choctaw County,14672,204
40,025,Oklahoma,Cimarron County,2137,9
40,027,Oklahoma,Cleveland County,284014,2105
40,029,Oklahoma,Coal County,5495,69
40,031,Oklahoma,Comanche County,120749,1095
40,033,Oklahoma,Cotton County,5666,75
40,035,Oklahoma,Craig County,14142,205
40,037,Oklahoma,Creek County,71522,872
40,039,Oklahoma,Custer County,29003,277
40,041,Oklahoma,Delaware County,43009,608
40,043,Oklahoma,Dewey County,4891,65
40,045,Oklahoma,Ellis County,3859,51
